,tweet,subtask_a
9768,trump right behind think,0
9769,dump well,0
9770,become woman,0
9771,pot thug start shooting fucking cut doe die going saying matter home one blue shit guilty whf infuriate,1
9772,gonna happen dick chicago durban blame,1
9773,fear future proverbs without strength clothe laugh dignity,0
9774,name ass speak watch,1
9775,coach urls brady fundraiser gun pc control,0
9776,shitty sound lao quality mind lowlands one either better,1
9777,urls accomplish anything worth individual think significant since see getting meritorious note nothing one absolutely least record law degree review look,0
9778,leftist puppet holly weird urls agenda liberal movement mind scum plantation democrats accuser globalist control,1
9779,doctor man need see,0
9780,mother lost follow also party sell line pieces silver horrible lousy guidance believe soul,1
9781,urls traitor doe us lawbreaker jail system people two state tiered page unite lisa stroke peter,1
9782,merge anti,0
9783,consistent health care refuse vote immigration gun right release document would civil woman debt anyone decision control problem pay confirm financial thousand,0
9784,banks parasitic still tory always party austerity evil mean rest cause country suffer rich first,0
9785,real defend make sacrifice freedom disrespect appalling punk,1
9786,eyebrow rose response want clearheaded question challenge waiting,0
9787,advocacy even simple nonsense see circumvent gun right attempt words constitution enshrine control protect single invent contrary radical freedom important natural,0
9788,anti library know even relax get never enough think,0
9789,man hope,0
9790,urls us see matter stupid make haw conservative love look,1
9791,nigga sweet oil cause,1
9792,firearm truly course time certify conceal range understand take gun challenge carry spend enough familiarize believe control learn,0
9793,disgust,1
9794,young boy urls lady two room,0
9795,month timeline live someday something accuse rush hope person two work life drove einstein party entire disappear sat family someone watch purpose remember blame,0
9796,corporate manic host blind big commentary intelligent liberal say spots fake write think,1
9797,judgement lose know reserve urls doe kind coming see matter monday referee like dog fight definitely proposition think,0
9798,turn listen ever song going different volume,0
9799,unless knee,0
9800,nah okay new low going season block watch,0
9801,trump urls china us manga make march sense,1
9802,keith sexual rule republican attack man liberal assault bill rape clinton viciously praise accuser accused ellison,0
9803,telling transmission spark outstanding urls last going win legend god faith instant battle roku,0
9804,dim wasting smut money conservative book read,0
9805,thank tweet call give,0
9806,poor,0
9807,best hope wish family found,0
9808,tsunami strengthen may manga awesome red rep power vote power prayers,0
9809,case falsely liberal shit hole right hiding kathy accuse,1
9810,anti financier also pay sorts protestors main organization actor socialist believe,0
9811,man really gun type consider control,0
9812,buy liberal run mooney whore book publish,1
9813,promise car buy urls,0
9814,make pull moment think sound doe stay gun panic calm short cut startle need everyone get shot situation door cop horrible like open,0
9815,name hold sexual agenda assault political hatred accountable way victim lie endorse conservative approve sign look shame,1
9816,probably destroy call word pay get say post assurance justin fake idiot canada one refugee islamophobia time,1
9817,brie husband mon always wife respect grab sister men like grind love perfect,0
9818,scare talking liberal commie shit job hell real start lot could admit versa conservative vice type would convince conversation time whack everybody either,1
9819,juice urls box finish nap get mat,0
9820,anti obviously charade force continue threaten,1
9821,guy laughable liberal say one rape crying drunk making stuff except fault,0
9822,vacillate trump elect deceive involve dem america one state rational gun clearly like proposal candidate control policy,1
9823,incite reading parkland think statistic mean gun stretch conservative emotion shooting argument without predictable begin control school inflate hear semantic people someone howl,0
9824,forget,0
9825,origin scientific breakthrough discover,0
9826,agree support plenty responsible fully around strict grow laws owner one gun completely absolutely control,0
9827,star pretty shooting,0
9828,low go left sewer epitome people done,0
9829,doug benefit democracy need change people vengeance way ford make shame blanche carte toronto satisfy whatever personally think,1
9830,anti fill street havana ugh confirm,0
9831,gangsta live residence area bethesda hill violence calling gun raise dangerous exposure like beverly control,1
9832,closer well lincoln,0
9833,turn like democrat name see atlanta city box population loose wonder entire bad citizen happen ballot risk give people,1
9834,lost ever councillor relax salary a of of mind take fight rude get pill legislature control,0
9835,town barely year last sent robert white episode week story aaron,0
9836,probably aware troll also need liberal culturally,1
9837,anti load mob credibly cock whistle hear dog accused,0
9838,would good woman day liberal really god shut spoke believe letter receive,1
9839,vote urls excuse go hope need sorry nose never accordingly clean brown rep district,1
9840,sensible unless urls angry lady reject eta credit stand become fight replace incivility party corby moderate nail seem unleash risk,0
9841,part bother always father story believe,0
9842,perhaps go,0
9843,pucker selling nationally,0
9844,anti doe mad way like maxine,0
9845,figure,0
9846,like brainwash seem,1
9847,left patriot accord,0
9848,history graham side wrong,0
9849,trump jerk yeah act woman count sander cabinet sarah liberal include pam bond democrat,0
9850,know and in know education data verge satori,0
9851,guess bigwig broadcasting lap dog job,1
9852,crisis prevent scary dedicate access see people stuff resource,1
